NodeId,KNN,VOSize
18756,2,36762
18756,4,49459
18756,8,69792
18756,16,126102
18756,32,262982
18756,64,452934
18756,128,938145
11840,1,11102
11840,2,16332
11840,4,25073
11840,8,36845
11840,16,81357
11840,32,232137
11840,64,360638
11840,128,554538
4966,1,10966
4966,2,14650
4966,4,25385
4966,8,55930
4966,16,127368
4966,32,288268
4966,64,493803
4966,128,1003220
7376,1,27597
7376,2,46202
7376,4,64554
7376,8,114912
7376,16,252750
7376,32,378811
7376,64,538281
7376,128,1059394
13931,1,23595
13931,2,30632
13931,4,35963
13931,8,48456
13931,16,94467
13931,32,219420
13931,64,469633
13931,128,1052099
26308,1,65433
26308,2,84259
26308,4,104706
26308,8,148890
26308,16,258241
26308,32,343153
26308,64,612132
26308,128,1068356
16944,1,32077
16944,2,39006
16944,4,50898
16944,8,77133
16944,16,145921
16944,32,240215
16944,64,411764
16944,128,866390
32439,1,38657
32439,2,70380
32439,4,104590
32439,8,202759
32439,16,319032
32439,32,552861
32439,64,1059505
32439,128,2101002
24626,1,25078
24626,2,30876
24626,4,32968
24626,8,39482
24626,16,63100
24626,32,127248
24626,64,353135
24626,128,609694
11323,1,13709
11323,2,27673
11323,4,39732
11323,8,60875
11323,16,89279
11323,32,198803
11323,64,414338
11323,128,912788
5537,1,11626
5537,2,15717
5537,4,38394
5537,8,76044
5537,16,170855
5537,32,359518
5537,64,671283
5537,128,1451568
21538,1,6516
21538,2,9689
21538,4,15860
21538,8,23590
21538,16,55536
21538,32,218567
21538,64,452152
21538,128,982477
16118,1,18232
16118,2,21408
16118,4,38217
16118,8,66333
16118,16,107756
16118,32,222664
16118,64,405464
16118,128,878207
2082,1,6409
2082,2,6773
2082,4,8308
2082,8,30336
2082,16,81847
2082,32,167691
2082,64,414795
2082,128,796257
22929,1,34708
22929,2,38848
22929,4,55071
22929,8,90729
22929,16,140620
22929,32,253524
22929,64,534294
22929,128,1139731
16541,1,10939
16541,2,12393
16541,4,14045
16541,8,37814
16541,16,58148
16541,32,103057
16541,64,199491
16541,128,468286
